X;ano;cbo_2002;grau_instrucao_apos_2005;id_municipio;sigla_uf;mulher;raca_cor;tempo_emprego;valor_remuneracao_dezembro;idade;idade2;graduacao;mestrado;doutorado;sp;log_Sal;SEXO_UF;homem_branco_sp;homem_preto_sp;mulher_branca_sp;mulher_preta_sp;homem_branco_mg;homem_preto_mg;mulher_branca_mg;mulher_preta_mg;Tempo_emprego2;Grau_instrucao;mestrado completo;mestrado_completo;graduacao_completa;grau_instrucao;capital
3;2019;251205;9;3101607;MG;1;1;4,5;2278,25;24;576;1;0;0;0;7,73;1 1 0;0;0;0;0;0;0;0;1;20,25;1 0 0;0;0;1;0;0
4;2019;251205;9;3101607;MG;1;0;9,1;3156,94;26;676;1;0;0;0;8,06;1 0 0;0;0;0;0;0;0;1;0;82,81;1 0 0;0;0;1;0;0
5;2019;251205;9;3101607;MG;1;0;8,8;2257,29;24;576;1;0;0;0;7,72;1 0 0;0;0;0;0;0;0;1;0;77,44;1 0 0;0;0;1;0;0
7;2019;251205;9;3101607;MG;0;0;8,4;2278,25;25;625;1;0;0;0;7,73;0 0 0;0;0;0;0;1;0;0;0;70,56;1 0 0;0;0;1;0;0
11;2019;251205;9;3106200;MG;0;0;187,2;9896,24;40;1600;1;0;0;0;9,20;0 0 0;0;0;0;0;1;0;0;0;35043,84;1 0 0;0;0;1;0;1
13;2019;251205;9;3106200;MG;1;0;70,9;6581,73;34;1156;1;0;0;0;8,79;1 0 0;0;0;0;0;0;0;1;0;5026,81;1 0 0;0;0;1;0;1
16;2019;251205;9;3106200;MG;1;0;139,9;6811;37;1369;1;0;0;0;8,83;1 0 0;0;0;0;0;0;0;1;0;19572,01;1 0 0;0;0;1;0;1
20;2019;251205;9;3106200;MG;1;1;40,4;5630,13;32;1024;1;0;0;0;8,64;1 1 0;0;0;0;0;0;0;0;1;1632,16;1 0 0;0;0;1;0;1
25;2019;251205;9;3106200;MG;0;0;100,2;8122,74;39;1521;1;0;0;0;9,00;0 0 0;0;0;0;0;1;0;0;0;10040,04;1 0 0;0;0;1;0;1
26;2019;251205;9;3106200;MG;0;1;7,9;7209,26;46;2116;1;0;0;0;8,88;0 1 0;0;0;0;0;0;1;0;0;62,41;1 0 0;0;0;1;0;1
28;2019;251205;9;3106200;MG;0;0;164,6;18773,91;42;1764;1;0;0;0;9,84;0 0 0;0;0;0;0;1;0;0;0;27093,16;1 0 0;0;0;1;0;1
29;2019;251205;9;3106200;MG;1;0;460,4;10932,31;66;4356;1;0;0;0;9,30;1 0 0;0;0;0;0;0;0;1;0;211968,16;1 0 0;0;0;1;0;1
34;2019;251205;9;3106200;MG;0;1;9,4;3174,52;29;841;1;0;0;0;8,06;0 1 0;0;0;0;0;0;1;0;0;88,36;1 0 0;0;0;1;0;1
35;2019;251205;9;3106200;MG;0;0;3,4;5167,15;32;1024;1;0;0;0;8,55;0 0 0;0;0;0;0;1;0;0;0;11,56;1 0 0;0;0;1;0;1
37;2019;251205;9;3106200;MG;1;1;182,5;9395,59;47;2209;1;0;0;0;9,15;1 1 0;0;0;0;0;0;0;0;1;33306,25;1 0 0;0;0;1;0;1
41;2019;251205;9;3106200;MG;0;0;166,8;28370,33;40;1600;1;0;0;0;10,25;0 0 0;0;0;0;0;1;0;0;0;27822,24;1 0 0;0;0;1;0;1
42;2019;251205;9;3106200;MG;0;0;182,8;17584,12;42;1764;1;0;0;0;9,77;0 0 0;0;0;0;0;1;0;0;0;33415,84;1 0 0;0;0;1;0;1
43;2019;251205;9;3106200;MG;1;0;4,6;7522,6;31;961;1;0;0;0;8,93;1 0 0;0;0;0;0;0;0;1;0;21,16;1 0 0;0;0;1;0;1
45;2019;251205;9;3106200;MG;0;1;124,8;4216,56;29;841;1;0;0;0;8,35;0 1 0;0;0;0;0;0;1;0;0;15575,04;1 0 0;0;0;1;0;1
46;2019;251205;9;3106200;MG;0;0;0,9;7242,14;29;841;1;0;0;0;8,89;0 0 0;0;0;0;0;1;0;0;0;0,81;1 0 0;0;0;1;0;1
48;2019;251205;10;3106200;MG;1;0;227,8;16085,52;37;1369;0;1;0;0;9,69;1 0 0;0;0;0;0;0;0;1;0;51892,84;0 1 0;1;1;0;1;1
50;2019;251205;9;3106200;MG;1;0;81,9;6080,45;36;1296;1;0;0;0;8,71;1 0 0;0;0;0;0;0;0;1;0;6707,61;1 0 0;0;0;1;0;1
53;2019;251205;9;3106200;MG;1;0;100,9;3617,72;39;1521;1;0;0;0;8,19;1 0 0;0;0;0;0;0;0;1;0;10180,81;1 0 0;0;0;1;0;1
54;2019;251205;9;3106200;MG;1;0;56,2;7488;30;900;1;0;0;0;8,92;1 0 0;0;0;0;0;0;0;1;0;3158,44;1 0 0;0;0;1;0;1
56;2019;251205;9;3106200;MG;1;0;98,4;11805,85;37;1369;1;0;0;0;9,38;1 0 0;0;0;0;0;0;0;1;0;9682,56;1 0 0;0;0;1;0;1
57;2019;251205;9;3106200;MG;0;1;2,5;2325,52;22;484;1;0;0;0;7,75;0 1 0;0;0;0;0;0;1;0;0;6,25;1 0 0;0;0;1;0;1
60;2019;251205;9;3106200;MG;0;0;366,3;15079,36;53;2809;1;0;0;0;9,62;0 0 0;0;0;0;0;1;0;0;0;134175,69;1 0 0;0;0;1;0;1
61;2019;251205;9;3106200;MG;1;0;275,7;20288,85;43;1849;1;0;0;0;9,92;1 0 0;0;0;0;0;0;0;1;0;76010,49;1 0 0;0;0;1;0;1
62;2019;251205;9;3106200;MG;0;0;92,4;9918,18;42;1764;1;0;0;0;9,20;0 0 0;0;0;0;0;1;0;0;0;8537,76;1 0 0;0;0;1;0;1
63;2019;251205;9;3106200;MG;1;0;206,9;5405,88;43;1849;1;0;0;0;8,60;1 0 0;0;0;0;0;0;0;1;0;42807,61;1 0 0;0;0;1;0;1
64;2019;251205;9;3106200;MG;0;1;12,9;2600;28;784;1;0;0;0;7,86;0 1 0;0;0;0;0;0;1;0;0;166,41;1 0 0;0;0;1;0;1
65;2019;251205;9;3106200;MG;0;1;29,6;8050,61;32;1024;1;0;0;0;8,99;0 1 0;0;0;0;0;0;1;0;0;876,16;1 0 0;0;0;1;0;1
66;2019;251205;9;3106200;MG;1;1;9,1;4679,06;37;1369;1;0;0;0;8,45;1 1 0;0;0;0;0;0;0;0;1;82,81;1 0 0;0;0;1;0;1
70;2019;251205;9;3106200;MG;1;1;5;4500;41;1681;1;0;0;0;8,41;1 1 0;0;0;0;0;0;0;0;1;25;1 0 0;0;0;1;0;1
71;2019;251205;9;3106200;MG;1;0;244,9;7510,35;46;2116;1;0;0;0;8,92;1 0 0;0;0;0;0;0;0;1;0;59976,01;1 0 0;0;0;1;0;1
73;2019;251205;9;3106200;MG;1;1;58,9;5358,24;31;961;1;0;0;0;8,59;1 1 0;0;0;0;0;0;0;0;1;3469,21;1 0 0;0;0;1;0;1
76;2019;251205;9;3106200;MG;0;1;5,5;3675;33;1089;1;0;0;0;8,21;0 1 0;0;0;0;0;0;1;0;0;30,25;1 0 0;0;0;1;0;1
77;2019;251205;9;3106200;MG;0;0;160,4;10432,18;64;4096;1;0;0;0;9,25;0 0 0;0;0;0;0;1;0;0;0;25728,16;1 0 0;0;0;1;0;1
81;2019;251205;9;3106200;MG;1;1;6,3;5415,69;30;900;1;0;0;0;8,60;1 1 0;0;0;0;0;0;0;0;1;39,69;1 0 0;0;0;1;0;1
82;2019;251205;9;3106200;MG;0;0;10,8;5450,34;31;961;1;0;0;0;8,60;0 0 0;0;0;0;0;1;0;0;0;116,64;1 0 0;0;0;1;0;1
84;2019;251205;9;3106200;MG;0;1;13,8;2711,73;27;729;1;0;0;0;7,91;0 1 0;0;0;0;0;0;1;0;0;190,44;1 0 0;0;0;1;0;1
85;2019;251205;9;3106200;MG;0;1;136,8;22202,68;36;1296;1;0;0;0;10,01;0 1 0;0;0;0;0;0;1;0;0;18714,24;1 0 0;0;0;1;0;1
87;2019;251205;9;3106200;MG;0;0;97,2;9784,1;64;4096;1;0;0;0;9,19;0 0 0;0;0;0;0;1;0;0;0;9447,84;1 0 0;0;0;1;0;1
89;2019;251205;9;3106200;MG;1;1;22,8;4103,11;28;784;1;0;0;0;8,32;1 1 0;0;0;0;0;0;0;0;1;519,84;1 0 0;0;0;1;0;1
90;2019;251205;9;3106200;MG;0;1;17,2;6124,44;42;1764;1;0;0;0;8,72;0 1 0;0;0;0;0;0;1;0;0;295,84;1 0 0;0;0;1;0;1
94;2019;251205;9;3106200;MG;0;0;133,2;8280;40;1600;1;0;0;0;9,02;0 0 0;0;0;0;0;1;0;0;0;17742,24;1 0 0;0;0;1;0;1
95;2019;251205;9;3106200;MG;1;0;17,9;3785,01;42;1764;1;0;0;0;8,24;1 0 0;0;0;0;0;0;0;1;0;320,41;1 0 0;0;0;1;0;1
98;2019;251205;9;3106200;MG;0;0;74,7;13155,34;33;1089;1;0;0;0;9,48;0 0 0;0;0;0;0;1;0;0;0;5580,09;1 0 0;0;0;1;0;1
101;2019;251205;9;3106200;MG;0;0;149,6;8539;36;1296;1;0;0;0;9,05;0 0 0;0;0;0;0;1;0;0;0;22380,16;1 0 0;0;0;1;0;1
102;2019;251205;9;3106200;MG;0;0;227,9;13126,76;43;1849;1;0;0;0;9,48;0 0 0;0;0;0;0;1;0;0;0;51938,41;1 0 0;0;0;1;0;1
103;2019;251205;9;3106200;MG;1;0;7,5;5173,8;33;1089;1;0;0;0;8,55;1 0 0;0;0;0;0;0;0;1;0;56,25;1 0 0;0;0;1;0;1
105;2019;251205;9;3106200;MG;1;0;1,8;3722,73;26;676;1;0;0;0;8,22;1 0 0;0;0;0;0;0;0;1;0;3,24;1 0 0;0;0;1;0;1
106;2019;251205;11;3106200;MG;0;1;10,4;10357,76;40;1600;0;1;1;0;9,25;0 1 0;0;0;0;0;0;1;0;0;108,16;0 0 1;1;1;0;1;1
107;2019;251205;9;3106200;MG;0;1;2,9;3437,89;33;1089;1;0;0;0;8,14;0 1 0;0;0;0;0;0;1;0;0;8,41;1 0 0;0;0;1;0;1
108;2019;251205;9;3106200;MG;1;0;6,9;1931,91;26;676;1;0;0;0;7,57;1 0 0;0;0;0;0;0;0;1;0;47,61;1 0 0;0;0;1;0;1
110;2019;251205;9;3106200;MG;1;1;53,9;5542,8;40;1600;1;0;0;0;8,62;1 1 0;0;0;0;0;0;0;0;1;2905,21;1 0 0;0;0;1;0;1
112;2019;251205;9;3106200;MG;1;1;37,9;2797,58;27;729;1;0;0;0;7,94;1 1 0;0;0;0;0;0;0;0;1;1436,41;1 0 0;0;0;1;0;1
113;2019;251205;9;3106200;MG;0;1;50,8;4102,78;43;1849;1;0;0;0;8,32;0 1 0;0;0;0;0;0;1;0;0;2580,64;1 0 0;0;0;1;0;1
115;2019;251205;10;3106200;MG;0;0;267,7;12819,86;57;3249;0;1;0;0;9,46;0 0 0;0;0;0;0;1;0;0;0;71663,29;0 1 0;1;1;0;1;1
117;2019;251205;9;3106200;MG;1;0;16,3;8800,39;30;900;1;0;0;0;9,08;1 0 0;0;0;0;0;0;0;1;0;265,69;1 0 0;0;0;1;0;1
119;2019;251205;9;3106200;MG;1;1;46,5;4102,78;44;1936;1;0;0;0;8,32;1 1 0;0;0;0;0;0;0;0;1;2162,25;1 0 0;0;0;1;0;1
121;2019;251205;9;3106200;MG;0;0;197,9;4752;43;1849;1;0;0;0;8,47;0 0 0;0;0;0;0;1;0;0;0;39164,41;1 0 0;0;0;1;0;1
123;2019;251205;9;3106200;MG;0;0;57,2;7264,38;29;841;1;0;0;0;8,89;0 0 0;0;0;0;0;1;0;0;0;3271,84;1 0 0;0;0;1;0;1
124;2019;251205;9;3106200;MG;0;0;299,8;8423,21;63;3969;1;0;0;0;9,04;0 0 0;0;0;0;0;1;0;0;0;89880,04;1 0 0;0;0;1;0;1
128;2019;251205;9;3106200;MG;1;0;212,9;3346,32;42;1764;1;0;0;0;8,12;1 0 0;0;0;0;0;0;0;1;0;45326,41;1 0 0;0;0;1;0;1
130;2019;251205;9;3106200;MG;0;0;453,4;10350,95;64;4096;1;0;0;0;9,24;0 0 0;0;0;0;0;1;0;0;0;205571,56;1 0 0;0;0;1;0;1
131;2019;251205;9;3106200;MG;0;0;206,5;23516,85;45;2025;1;0;0;0;10,07;0 0 0;0;0;0;0;1;0;0;0;42642,25;1 0 0;0;0;1;0;1
132;2019;251205;9;3106200;MG;1;0;20,7;8040,36;27;729;1;0;0;0;8,99;1 0 0;0;0;0;0;0;0;1;0;428,49;1 0 0;0;0;1;0;1
133;2019;251205;9;3106200;MG;1;1;122,8;4156,85;39;1521;1;0;0;0;8,33;1 1 0;0;0;0;0;0;0;0;1;15079,84;1 0 0;0;0;1;0;1
138;2019;251205;9;3106200;MG;1;1;40,2;3816;30;900;1;0;0;0;8,25;1 1 0;0;0;0;0;0;0;0;1;1616,04;1 0 0;0;0;1;0;1
139;2019;251205;9;3106200;MG;1;0;4,8;7225,57;44;1936;1;0;0;0;8,89;1 0 0;0;0;0;0;0;0;1;0;23,04;1 0 0;0;0;1;0;1
140;2019;251205;9;3106200;MG;0;0;7,9;7559,25;30;900;1;0;0;0;8,93;0 0 0;0;0;0;0;1;0;0;0;62,41;1 0 0;0;0;1;0;1
141;2019;251205;9;3106200;MG;1;0;125,9;8941,22;41;1681;1;0;0;0;9,10;1 0 0;0;0;0;0;0;0;1;0;15850,81;1 0 0;0;0;1;0;1
143;2019;251205;9;3106200;MG;1;0;406;36956,93;57;3249;1;0;0;0;10,52;1 0 0;0;0;0;0;0;0;1;0;164836;1 0 0;0;0;1;0;1
145;2019;251205;9;3106200;MG;0;1;7,3;10836,29;69;4761;1;0;0;0;9,29;0 1 0;0;0;0;0;0;1;0;0;53,29;1 0 0;0;0;1;0;1
146;2019;251205;9;3106200;MG;0;0;76,8;14015,19;42;1764;1;0;0;0;9,55;0 0 0;0;0;0;0;1;0;0;0;5898,24;1 0 0;0;0;1;0;1
149;2019;251205;9;3106200;MG;0;0;42,2;16412,04;42;1764;1;0;0;0;9,71;0 0 0;0;0;0;0;1;0;0;0;1780,84;1 0 0;0;0;1;0;1
151;2019;251205;9;3106200;MG;1;1;3,8;5023,05;42;1764;1;0;0;0;8,52;1 1 0;0;0;0;0;0;0;0;1;14,44;1 0 0;0;0;1;0;1
153;2019;251205;9;3106200;MG;1;0;129,9;8406,46;37;1369;1;0;0;0;9,04;1 0 0;0;0;0;0;0;0;1;0;16874,01;1 0 0;0;0;1;0;1
154;2019;251205;9;3106200;MG;1;0;13,8;19225,31;32;1024;1;0;0;0;9,86;1 0 0;0;0;0;0;0;0;1;0;190,44;1 0 0;0;0;1;0;1
155;2019;251205;9;3106200;MG;0;1;16,5;10468,53;35;1225;1;0;0;0;9,26;0 1 0;0;0;0;0;0;1;0;0;272,25;1 0 0;0;0;1;0;1
156;2019;251205;9;3106200;MG;0;0;298,3;23160,74;50;2500;1;0;0;0;10,05;0 0 0;0;0;0;0;1;0;0;0;88982,89;1 0 0;0;0;1;0;1
159;2019;251205;9;3106200;MG;0;0;30,3;4304,97;31;961;1;0;0;0;8,37;0 0 0;0;0;0;0;1;0;0;0;918,09;1 0 0;0;0;1;0;1
160;2019;251205;9;3106200;MG;1;0;139,6;18939,81;36;1296;1;0;0;0;9,85;1 0 0;0;0;0;0;0;0;1;0;19488,16;1 0 0;0;0;1;0;1
161;2019;251205;9;3106200;MG;0;0;141,9;16996,99;35;1225;1;0;0;0;9,74;0 0 0;0;0;0;0;1;0;0;0;20135,61;1 0 0;0;0;1;0;1
163;2019;251205;9;3106200;MG;0;1;53,2;7058,34;31;961;1;0;0;0;8,86;0 1 0;0;0;0;0;0;1;0;0;2830,24;1 0 0;0;0;1;0;1
168;2019;251205;9;3106200;MG;0;0;139;5001,42;39;1521;1;0;0;0;8,52;0 0 0;0;0;0;0;1;0;0;0;19321;1 0 0;0;0;1;0;1
169;2019;251205;10;3106200;MG;0;0;14,9;8248,28;34;1156;0;1;0;0;9,02;0 0 0;0;0;0;0;1;0;0;0;222,01;0 1 0;1;1;0;1;1
171;2019;251205;9;3106200;MG;1;0;88,2;3592,19;38;1444;1;0;0;0;8,19;1 0 0;0;0;0;0;0;0;1;0;7779,24;1 0 0;0;0;1;0;1
172;2019;251205;9;3106200;MG;1;1;40,8;4102,78;39;1521;1;0;0;0;8,32;1 1 0;0;0;0;0;0;0;0;1;1664,64;1 0 0;0;0;1;0;1
176;2019;251205;9;3106200;MG;1;1;36,3;4240;35;1225;1;0;0;0;8,35;1 1 0;0;0;0;0;0;0;0;1;1317,69;1 0 0;0;0;1;0;1
179;2019;251205;9;3106200;MG;0;1;33,8;5199,72;29;841;1;0;0;0;8,56;0 1 0;0;0;0;0;0;1;0;0;1142,44;1 0 0;0;0;1;0;1
181;2019;251205;9;3106200;MG;0;1;16,5;10468,53;35;1225;1;0;0;0;9,26;0 1 0;0;0;0;0;0;1;0;0;272,25;1 0 0;0;0;1;0;1
183;2019;251205;9;3106200;MG;0;0;8,1;4519,06;32;1024;1;0;0;0;8,42;0 0 0;0;0;0;0;1;0;0;0;65,61;1 0 0;0;0;1;0;1
184;2019;251205;9;3106200;MG;0;0;141,6;17481,72;51;2601;1;0;0;0;9,77;0 0 0;0;0;0;0;1;0;0;0;20050,56;1 0 0;0;0;1;0;1
187;2019;251205;9;3106200;MG;0;0;10,1;6019,8;24;576;1;0;0;0;8,70;0 0 0;0;0;0;0;1;0;0;0;102,01;1 0 0;0;0;1;0;1
190;2019;251205;9;3106200;MG;0;1;121,9;16367,77;40;1600;1;0;0;0;9,70;0 1 0;0;0;0;0;0;1;0;0;14859,61;1 0 0;0;0;1;0;1
191;2019;251205;9;3106200;MG;0;0;10,1;6019,8;24;576;1;0;0;0;8,70;0 0 0;0;0;0;0;1;0;0;0;102,01;1 0 0;0;0;1;0;1
193;2019;251205;9;3106200;MG;1;1;15,5;4847,65;39;1521;1;0;0;0;8,49;1 1 0;0;0;0;0;0;0;0;1;240,25;1 0 0;0;0;1;0;1
198;2019;251205;9;3106705;MG;0;0;143,3;5574,53;40;1600;1;0;0;0;8,63;0 0 0;0;0;0;0;1;0;0;0;20534,89;1 0 0;0;0;1;0;0
199;2019;251205;9;3106705;MG;0;0;68,7;20068,19;52;2704;1;0;0;0;9,91;0 0 0;0;0;0;0;1;0;0;0;4719,69;1 0 0;0;0;1;0;0
200;2019;251205;9;3106705;MG;0;0;160,2;15951,36;38;1444;1;0;0;0;9,68;0 0 0;0;0;0;0;1;0;0;0;25664,04;1 0 0;0;0;1;0;0
202;2019;251205;9;3106705;MG;0;0;134,5;17826,16;35;1225;1;0;0;0;9,79;0 0 0;0;0;0;0;1;0;0;0;18090,25;1 0 0;0;0;1;0;0
203;2019;251205;9;3106705;MG;1;1;272;14181,11;53;2809;1;0;0;0;9,56;1 1 0;0;0;0;0;0;0;0;1;73984;1 0 0;0;0;1;0;0
204;2019;251205;9;3106705;MG;0;1;118,8;5265,46;37;1369;1;0;0;0;8,57;0 1 0;0;0;0;0;0;1;0;0;14113,44;1 0 0;0;0;1;0;0
205;2019;251205;9;3106705;MG;0;0;356,9;37203,08;53;2809;1;0;0;0;10,52;0 0 0;0;0;0;0;1;0;0;0;127377,61;1 0 0;0;0;1;0;0
206;2019;251205;10;3106705;MG;0;1;226,2;30908,94;45;2025;0;1;0;0;10,34;0 1 0;0;0;0;0;0;1;0;0;51166,44;0 1 0;1;1;0;1;0
207;2019;251205;9;3106705;MG;0;0;16,1;12345,19;28;784;1;0;0;0;9,42;0 0 0;0;0;0;0;1;0;0;0;259,21;1 0 0;0;0;1;0;0
210;2019;251205;9;3106705;MG;0;0;221,9;19565,19;46;2116;1;0;0;0;9,88;0 0 0;0;0;0;0;1;0;0;0;49239,61;1 0 0;0;0;1;0;0
212;2019;251205;9;3107307;MG;1;1;135,7;5007,33;51;2601;1;0;0;0;8,52;1 1 0;0;0;0;0;0;0;0;1;18414,49;1 0 0;0;0;1;0;0
215;2019;251205;9;3115300;MG;0;0;20,9;3357,12;37;1369;1;0;0;0;8,12;0 0 0;0;0;0;0;1;0;0;0;436,81;1 0 0;0;0;1;0;0
216;2019;251205;9;3115300;MG;0;0;33,9;3640,11;30;900;1;0;0;0;8,20;0 0 0;0;0;0;0;1;0;0;0;1149,21;1 0 0;0;0;1;0;0
217;2019;251205;9;3115300;MG;0;0;33,9;3377,21;30;900;1;0;0;0;8,12;0 0 0;0;0;0;0;1;0;0;0;1149,21;1 0 0;0;0;1;0;0
218;2019;251205;9;3115300;MG;0;0;35,4;6073,4;28;784;1;0;0;0;8,71;0 0 0;0;0;0;0;1;0;0;0;1253,16;1 0 0;0;0;1;0;0
219;2019;251205;9;3115300;MG;1;0;224,9;12066,44;42;1764;1;0;0;0;9,40;1 0 0;0;0;0;0;0;0;1;0;50580,01;1 0 0;0;0;1;0;0
220;2019;251205;9;3115300;MG;1;0;1,3;6000;28;784;1;0;0;0;8,70;1 0 0;0;0;0;0;0;0;1;0;1,69;1 0 0;0;0;1;0;0
221;2019;251205;9;3115300;MG;0;0;17,6;3377,21;39;1521;1;0;0;0;8,12;0 0 0;0;0;0;0;1;0;0;0;309,76;1 0 0;0;0;1;0;0
222;2019;251205;9;3115300;MG;0;0;38,4;9233,99;46;2116;1;0;0;0;9,13;0 0 0;0;0;0;0;1;0;0;0;1474,56;1 0 0;0;0;1;0;0
223;2019;251205;9;3115300;MG;0;0;133,8;1841,94;58;3364;1;0;0;0;7,52;0 0 0;0;0;0;0;1;0;0;0;17902,44;1 0 0;0;0;1;0;0
229;2019;251205;9;3118007;MG;1;0;37,7;5585,38;25;625;1;0;0;0;8,63;1 0 0;0;0;0;0;0;0;1;0;1421,29;1 0 0;0;0;1;0;0
230;2019;251205;9;3118007;MG;0;0;105,9;15795,93;34;1156;1;0;0;0;9,67;0 0 0;0;0;0;0;1;0;0;0;11214,81;1 0 0;0;0;1;0;0
234;2019;251205;9;3118601;MG;1;1;80,9;4821,91;33;1089;1;0;0;0;8,48;1 1 0;0;0;0;0;0;0;0;1;6544,81;1 0 0;0;0;1;0;0
235;2019;251205;9;3118601;MG;0;0;55,8;10236,94;53;2809;1;0;0;0;9,23;0 0 0;0;0;0;0;1;0;0;0;3113,64;1 0 0;0;0;1;0;0
236;2019;251205;9;3118601;MG;0;0;23,9;3698;31;961;1;0;0;0;8,22;0 0 0;0;0;0;0;1;0;0;0;571,21;1 0 0;0;0;1;0;0
238;2019;251205;9;3118601;MG;0;1;181,7;8189,06;47;2209;1;0;0;0;9,01;0 1 0;0;0;0;0;0;1;0;0;33014,89;1 0 0;0;0;1;0;0
241;2019;251205;9;3118601;MG;0;1;108,8;10236,6;42;1764;1;0;0;0;9,23;0 1 0;0;0;0;0;0;1;0;0;11837,44;1 0 0;0;0;1;0;0
243;2019;251205;9;3118601;MG;0;0;5,9;5892,83;31;961;1;0;0;0;8,68;0 0 0;0;0;0;0;1;0;0;0;34,81;1 0 0;0;0;1;0;0
248;2019;251205;9;3122306;MG;1;0;21,9;3150;25;625;1;0;0;0;8,06;1 0 0;0;0;0;0;0;0;1;0;479,61;1 0 0;0;0;1;0;0
251;2019;251205;9;3127701;MG;0;1;41,8;4855,86;27;729;1;0;0;0;8,49;0 1 0;0;0;0;0;0;1;0;0;1747,24;1 0 0;0;0;1;0;0
252;2019;251205;9;3127701;MG;0;0;45,9;1740,6;39;1521;1;0;0;0;7,46;0 0 0;0;0;0;0;1;0;0;0;2106,81;1 0 0;0;0;1;0;0
253;2019;251205;9;3128709;MG;1;0;3,7;2769;25;625;1;0;0;0;7,93;1 0 0;0;0;0;0;0;0;1;0;13,69;1 0 0;0;0;1;0;0
255;2019;251205;9;3131000;MG;1;1;4,9;1577,38;34;1156;1;0;0;0;7,36;1 1 0;0;0;0;0;0;0;0;1;24,01;1 0 0;0;0;1;0;0
256;2019;251205;9;3131000;MG;1;1;20,9;2398,37;37;1369;1;0;0;0;7,78;1 1 0;0;0;0;0;0;0;0;1;436,81;1 0 0;0;0;1;0;0
258;2019;251205;9;3131109;MG;1;0;11,9;1540;32;1024;1;0;0;0;7,34;1 0 0;0;0;0;0;0;0;1;0;141,61;1 0 0;0;0;1;0;0
266;2019;251205;9;3133303;MG;0;0;83,9;1644,26;35;1225;1;0;0;0;7,41;0 0 0;0;0;0;0;1;0;0;0;7039,21;1 0 0;0;0;1;0;0
267;2019;251205;9;3133303;MG;0;0;48,7;1197,6;32;1024;1;0;0;0;7,09;0 0 0;0;0;0;0;1;0;0;0;2371,69;1 0 0;0;0;1;0;0
271;2019;251205;9;3136207;MG;1;0;161,9;6575,03;38;1444;1;0;0;0;8,79;1 0 0;0;0;0;0;0;0;1;0;26211,61;1 0 0;0;0;1;0;0
272;2019;251205;9;3136702;MG;1;0;8,4;2269,6;23;529;1;0;0;0;7,73;1 0 0;0;0;0;0;0;0;1;0;70,56;1 0 0;0;0;1;0;0
286;2019;251205;9;3136702;MG;1;0;6,3;5500;48;2304;1;0;0;0;8,61;1 0 0;0;0;0;0;0;0;1;0;39,69;1 0 0;0;0;1;0;0
295;2019;251205;9;3136702;MG;0;1;14,2;2190,38;30;900;1;0;0;0;7,69;0 1 0;0;0;0;0;0;1;0;0;201,64;1 0 0;0;0;1;0;0
306;2019;251205;9;3136702;MG;0;0;120,2;1040,78;41;1681;1;0;0;0;6,95;0 0 0;0;0;0;0;1;0;0;0;14448,04;1 0 0;0;0;1;0;0
310;2019;251205;9;3137809;MG;0;0;27,8;2186,32;37;1369;1;0;0;0;7,69;0 0 0;0;0;0;0;1;0;0;0;772,84;1 0 0;0;0;1;0;0
311;2019;251205;9;3138807;MG;1;0;23,9;1590,22;36;1296;1;0;0;0;7,37;1 0 0;0;0;0;0;0;0;1;0;571,21;1 0 0;0;0;1;0;0
312;2019;251205;9;3143302;MG;1;1;32,8;2340,48;36;1296;1;0;0;0;7,76;1 1 0;0;0;0;0;0;0;0;1;1075,84;1 0 0;0;0;1;0;0
313;2019;251205;9;3143302;MG;1;1;0,9;2703;30;900;1;0;0;0;7,90;1 1 0;0;0;0;0;0;0;0;1;0,81;1 0 0;0;0;1;0;0
314;2019;251205;9;3143302;MG;1;1;80,6;2662,08;46;2116;1;0;0;0;7,89;1 1 0;0;0;0;0;0;0;0;1;6496,36;1 0 0;0;0;1;0;0
318;2019;251205;9;3144805;MG;1;0;53,8;7695,43;33;1089;1;0;0;0;8,95;1 0 0;0;0;0;0;0;0;1;0;2894,44;1 0 0;0;0;1;0;0
319;2019;251205;9;3144805;MG;1;0;7,3;8454,64;37;1369;1;0;0;0;9,04;1 0 0;0;0;0;0;0;0;1;0;53,29;1 0 0;0;0;1;0;0
320;2019;251205;9;3144805;MG;1;1;102,9;3375,91;40;1600;1;0;0;0;8,12;1 1 0;0;0;0;0;0;0;0;1;10588,41;1 0 0;0;0;1;0;0
321;2019;251205;9;3144805;MG;0;0;155,2;10450,12;42;1764;1;0;0;0;9,25;0 0 0;0;0;0;0;1;0;0;0;24087,04;1 0 0;0;0;1;0;0
322;2019;251205;9;3144805;MG;1;0;29,4;7513,37;37;1369;1;0;0;0;8,92;1 0 0;0;0;0;0;0;0;1;0;864,36;1 0 0;0;0;1;0;0
323;2019;251205;9;3144805;MG;0;0;117,5;9487,01;36;1296;1;0;0;0;9,16;0 0 0;0;0;0;0;1;0;0;0;13806,25;1 0 0;0;0;1;0;0
325;2019;251205;9;3144805;MG;0;0;74,9;8539,19;31;961;1;0;0;0;9,05;0 0 0;0;0;0;0;1;0;0;0;5610,01;1 0 0;0;0;1;0;0
328;2019;251205;9;3145000;MG;0;1;7,9;8279,88;52;2704;1;0;0;0;9,02;0 1 0;0;0;0;0;0;1;0;0;62,41;1 0 0;0;0;1;0;0
