X;ano;cbo_2002;grau_instrucao_apos_2005;id_municipio;sigla_uf;mulher;raca_cor;tempo_emprego;valor_remuneracao_dezembro;idade;idade2;graduacao;mestrado;doutorado;sp;log_Sal;SEXO_UF;homem_branco_sp;homem_preto_sp;mulher_branca_sp;mulher_preta_sp;homem_branco_mg;homem_preto_mg;mulher_branca_mg;mulher_preta_mg;Tempo_emprego2;Grau_instrucao;mestrado completo;mestrado_completo;graduacao_completa;grau_instrucao;capital
741;2019;251205;9;3525904;SP;1;0;12,6;1870,38;41;1681;1;0;0;1;7,53;1 0 1;0;0;1;0;0;0;0;0;158,76;1 0 0;0;0;1;0;0
742;2019;251205;9;3525904;SP;0;0;34,5;9310,01;31;961;1;0;0;1;9,14;0 0 1;1;0;0;0;0;0;0;0;1190,25;1 0 0;0;0;1;0;0
743;2019;251205;9;3525904;SP;0;0;181,9;7700,68;36;1296;1;0;0;1;8,95;0 0 1;1;0;0;0;0;0;0;0;33087,61;1 0 0;0;0;1;0;0
744;2019;251205;9;3525904;SP;0;0;81,1;6713,2;31;961;1;0;0;1;8,81;0 0 1;1;0;0;0;0;0;0;0;6577,21;1 0 0;0;0;1;0;0
745;2019;251205;9;3526001;SP;1;0;231,9;12590,11;58;3364;1;0;0;1;9,44;1 0 1;0;0;1;0;0;0;0;0;53777,61;1 0 0;0;0;1;0;0
746;2019;251205;9;3526407;SP;0;0;38,8;9433,38;29;841;1;0;0;1;9,15;0 0 1;1;0;0;0;0;0;0;0;1505,44;1 0 0;0;0;1;0;0
747;2019;251205;9;3526704;SP;1;0;99,6;5123,38;52;2704;1;0;0;1;8,54;1 0 1;0;0;1;0;0;0;0;0;9920,16;1 0 0;0;0;1;0;0
748;2019;251205;9;3526704;SP;1;0;28,9;2750;31;961;1;0;0;1;7,92;1 0 1;0;0;1;0;0;0;0;0;835,21;1 0 0;0;0;1;0;0
749;2019;251205;9;3526902;SP;0;0;10,4;3141,25;37;1369;1;0;0;1;8,05;0 0 1;1;0;0;0;0;0;0;0;108,16;1 0 0;0;0;1;0;0
750;2019;251205;9;3526902;SP;0;0;0,4;5242,06;28;784;1;0;0;1;8,56;0 0 1;1;0;0;0;0;0;0;0;0,16;1 0 0;0;0;1;0;0
751;2019;251205;9;3527603;SP;0;0;308,8;13536,97;58;3364;1;0;0;1;9,51;0 0 1;1;0;0;0;0;0;0;0;95357,44;1 0 0;0;0;1;0;0
753;2019;251205;9;3528106;SP;0;0;113,6;5005,4;37;1369;1;0;0;1;8,52;0 0 1;1;0;0;0;0;0;0;0;12904,96;1 0 0;0;0;1;0;0
754;2019;251205;9;3529401;SP;1;1;11,7;3513,68;31;961;1;0;0;1;8,16;1 1 1;0;0;0;1;0;0;0;0;136,89;1 0 0;0;0;1;0;0
755;2019;251205;9;3529401;SP;0;1;3,9;3000;49;2401;1;0;0;1;8,01;0 1 1;0;1;0;0;0;0;0;0;15,21;1 0 0;0;0;1;0;0
756;2019;251205;9;3530508;SP;0;0;546,9;7924;71;5041;1;0;0;1;8,98;0 0 1;1;0;0;0;0;0;0;0;299099,61;1 0 0;0;0;1;0;0
757;2019;251205;9;3530607;SP;0;0;164,4;11389,01;35;1225;1;0;0;1;9,34;0 0 1;1;0;0;0;0;0;0;0;27027,36;1 0 0;0;0;1;0;0
758;2019;251205;9;3530607;SP;1;0;9,6;8528,05;26;676;1;0;0;1;9,05;1 0 1;0;0;1;0;0;0;0;0;92,16;1 0 0;0;0;1;0;0
760;2019;251205;9;3530607;SP;1;1;29,4;3813,33;38;1444;1;0;0;1;8,25;1 1 1;0;0;0;1;0;0;0;0;864,36;1 0 0;0;0;1;0;0
761;2019;251205;9;3530607;SP;0;0;56,5;4817,91;32;1024;1;0;0;1;8,48;0 0 1;1;0;0;0;0;0;0;0;3192,25;1 0 0;0;0;1;0;0
762;2019;251205;9;3530607;SP;1;0;177,5;4426,63;57;3249;1;0;0;1;8,40;1 0 1;0;0;1;0;0;0;0;0;31506,25;1 0 0;0;0;1;0;0
763;2019;251205;9;3533403;SP;1;0;7,5;5000;27;729;1;0;0;1;8,52;1 0 1;0;0;1;0;0;0;0;0;56,25;1 0 0;0;0;1;0;0
765;2019;251205;9;3534401;SP;1;0;70,9;3447,55;55;3025;1;0;0;1;8,15;1 0 1;0;0;1;0;0;0;0;0;5026,81;1 0 0;0;0;1;0;0
766;2019;251205;10;3534401;SP;1;0;176,8;19239,4;38;1444;0;1;0;1;9,86;1 0 1;0;0;1;0;0;0;0;0;31258,24;0 1 0;1;1;0;1;0
767;2019;251205;9;3534401;SP;0;0;28,7;4124;33;1089;1;0;0;1;8,32;0 0 1;1;0;0;0;0;0;0;0;823,69;1 0 0;0;0;1;0;0
769;2019;251205;9;3534401;SP;1;0;21,7;5295,77;24;576;1;0;0;1;8,57;1 0 1;0;0;1;0;0;0;0;0;470,89;1 0 0;0;0;1;0;0
770;2019;251205;10;3534401;SP;1;0;136,8;34422,3;39;1521;0;1;0;1;10,45;1 0 1;0;0;1;0;0;0;0;0;18714,24;0 1 0;1;1;0;1;0
771;2019;251205;9;3534401;SP;1;1;13,5;3420,33;44;1936;1;0;0;1;8,14;1 1 1;0;0;0;1;0;0;0;0;182,25;1 0 0;0;0;1;0;0
772;2019;251205;9;3534401;SP;1;1;16,2;3949,65;34;1156;1;0;0;1;8,28;1 1 1;0;0;0;1;0;0;0;0;262,44;1 0 0;0;0;1;0;0
773;2019;251205;10;3534401;SP;0;0;214,8;20862,02;34;1156;0;1;0;1;9,95;0 0 1;1;0;0;0;0;0;0;0;46139,04;0 1 0;1;1;0;1;0
774;2019;251205;10;3534401;SP;0;0;181,3;28754,53;45;2025;0;1;0;1;10,27;0 0 1;1;0;0;0;0;0;0;0;32869,69;0 1 0;1;1;0;1;0
775;2019;251205;9;3534401;SP;0;1;40,6;3246,88;26;676;1;0;0;1;8,09;0 1 1;0;1;0;0;0;0;0;0;1648,36;1 0 0;0;0;1;0;0
776;2019;251205;10;3534401;SP;0;0;13,1;16100;33;1089;0;1;0;1;9,69;0 0 1;1;0;0;0;0;0;0;0;171,61;0 1 0;1;1;0;1;0
777;2019;251205;10;3534401;SP;1;0;53,9;8449,11;26;676;0;1;0;1;9,04;1 0 1;0;0;1;0;0;0;0;0;2905,21;0 1 0;1;1;0;1;0
778;2019;251205;10;3534401;SP;0;0;114,2;41713,86;47;2209;0;1;0;1;10,64;0 0 1;1;0;0;0;0;0;0;0;13041,64;0 1 0;1;1;0;1;0
779;2019;251205;9;3534401;SP;0;0;131,5;11587,79;36;1296;1;0;0;1;9,36;0 0 1;1;0;0;0;0;0;0;0;17292,25;1 0 0;0;0;1;0;0
780;2019;251205;9;3534401;SP;1;0;16,2;2987,48;24;576;1;0;0;1;8,00;1 0 1;0;0;1;0;0;0;0;0;262,44;1 0 0;0;0;1;0;0
781;2019;251205;10;3534401;SP;1;0;204,7;22120,37;42;1764;0;1;0;1;10,00;1 0 1;0;0;1;0;0;0;0;0;41902,09;0 1 0;1;1;0;1;0
782;2019;251205;9;3534401;SP;0;0;163,9;2413,67;29;841;1;0;0;1;7,79;0 0 1;1;0;0;0;0;0;0;0;26863,21;1 0 0;0;0;1;0;0
783;2019;251205;9;3534401;SP;0;0;21,7;4597,58;25;625;1;0;0;1;8,43;0 0 1;1;0;0;0;0;0;0;0;470,89;1 0 0;0;0;1;0;0
785;2019;251205;10;3534401;SP;1;0;119,8;18567,18;32;1024;0;1;0;1;9,83;1 0 1;0;0;1;0;0;0;0;0;14352,04;0 1 0;1;1;0;1;0
786;2019;251205;9;3536109;SP;0;0;69,6;2812,19;56;3136;1;0;0;1;7,94;0 0 1;1;0;0;0;0;0;0;0;4844,16;1 0 0;0;0;1;0;0
787;2019;251205;9;3536505;SP;1;0;98,8;3605,38;25;625;1;0;0;1;8,19;1 0 1;0;0;1;0;0;0;0;0;9761,44;1 0 0;0;0;1;0;0
788;2019;251205;10;3536505;SP;0;0;193,8;25099,91;55;3025;0;1;0;1;10,13;0 0 1;1;0;0;0;0;0;0;0;37558,44;0 1 0;1;1;0;1;0
789;2019;251205;9;3536505;SP;0;0;134,5;17949,61;39;1521;1;0;0;1;9,80;0 0 1;1;0;0;0;0;0;0;0;18090,25;1 0 0;0;0;1;0;0
790;2019;251205;9;3536505;SP;0;0;134,5;17292,47;37;1369;1;0;0;1;9,76;0 0 1;1;0;0;0;0;0;0;0;18090,25;1 0 0;0;0;1;0;0
792;2019;251205;9;3536703;SP;1;0;14,9;3735,1;36;1296;1;0;0;1;8,23;1 0 1;0;0;1;0;0;0;0;0;222,01;1 0 0;0;0;1;0;0
793;2019;251205;9;3536703;SP;1;1;31,7;4270,73;26;676;1;0;0;1;8,36;1 1 1;0;0;0;1;0;0;0;0;1004,89;1 0 0;0;0;1;0;0
794;2019;251205;9;3536703;SP;1;0;57,9;6166,25;41;1681;1;0;0;1;8,73;1 0 1;0;0;1;0;0;0;0;0;3352,41;1 0 0;0;0;1;0;0
795;2019;251205;9;3536703;SP;1;0;191,3;9138;45;2025;1;0;0;1;9,12;1 0 1;0;0;1;0;0;0;0;0;36595,69;1 0 0;0;0;1;0;0
797;2019;251205;9;3536703;SP;1;0;46,2;4059,82;43;1849;1;0;0;1;8,31;1 0 1;0;0;1;0;0;0;0;0;2134,44;1 0 0;0;0;1;0;0
798;2019;251205;9;3536703;SP;1;0;66,9;3240,32;23;529;1;0;0;1;8,08;1 0 1;0;0;1;0;0;0;0;0;4475,61;1 0 0;0;0;1;0;0
800;2019;251205;9;3538709;SP;0;0;6,9;1658,75;20;400;1;0;0;1;7,41;0 0 1;1;0;0;0;0;0;0;0;47,61;1 0 0;0;0;1;0;0
802;2019;251205;9;3538709;SP;0;0;11,9;3231,73;24;576;1;0;0;1;8,08;0 0 1;1;0;0;0;0;0;0;0;141,61;1 0 0;0;0;1;0;0
803;2019;251205;9;3538709;SP;0;0;59,9;8376,6;45;2025;1;0;0;1;9,03;0 0 1;1;0;0;0;0;0;0;0;3588,01;1 0 0;0;0;1;0;0
804;2019;251205;9;3538709;SP;0;0;10,4;2889,81;23;529;1;0;0;1;7,97;0 0 1;1;0;0;0;0;0;0;0;108,16;1 0 0;0;0;1;0;0
807;2019;251205;9;3539806;SP;1;0;263,8;11200,79;44;1936;1;0;0;1;9,32;1 0 1;0;0;1;0;0;0;0;0;69590,44;1 0 0;0;0;1;0;0
808;2019;251205;9;3541406;SP;0;0;136,6;5077,56;37;1369;1;0;0;1;8,53;0 0 1;1;0;0;0;0;0;0;0;18659,56;1 0 0;0;0;1;0;0
809;2019;251205;9;3542404;SP;0;0;23,9;6259,37;38;1444;1;0;0;1;8,74;0 0 1;1;0;0;0;0;0;0;0;571,21;1 0 0;0;0;1;0;0
810;2019;251205;9;3542404;SP;1;0;82,9;3467;33;1089;1;0;0;1;8,15;1 0 1;0;0;1;0;0;0;0;0;6872,41;1 0 0;0;0;1;0;0
811;2019;251205;9;3543402;SP;1;0;29,4;3645,27;23;529;1;0;0;1;8,20;1 0 1;0;0;1;0;0;0;0;0;864,36;1 0 0;0;0;1;0;0
812;2019;251205;9;3543402;SP;1;0;128,3;2771;47;2209;1;0;0;1;7,93;1 0 1;0;0;1;0;0;0;0;0;16460,89;1 0 0;0;0;1;0;0
813;2019;251205;9;3543402;SP;0;0;68,7;2614,38;34;1156;1;0;0;1;7,87;0 0 1;1;0;0;0;0;0;0;0;4719,69;1 0 0;0;0;1;0;0
814;2019;251205;9;3543402;SP;0;0;598,8;11472,51;77;5929;1;0;0;1;9,35;0 0 1;1;0;0;0;0;0;0;0;358561,44;1 0 0;0;0;1;0;0
815;2019;251205;9;3543402;SP;0;0;39,8;5637,39;30;900;1;0;0;1;8,64;0 0 1;1;0;0;0;0;0;0;0;1584,04;1 0 0;0;0;1;0;0
816;2019;251205;9;3543402;SP;0;0;2,9;5131,5;34;1156;1;0;0;1;8,54;0 0 1;1;0;0;0;0;0;0;0;8,41;1 0 0;0;0;1;0;0
817;2019;251205;9;3543402;SP;1;0;23,7;6542,97;26;676;1;0;0;1;8,79;1 0 1;0;0;1;0;0;0;0;0;561,69;1 0 0;0;0;1;0;0
818;2019;251205;9;3543402;SP;0;0;6,3;4643;31;961;1;0;0;1;8,44;0 0 1;1;0;0;0;0;0;0;0;39,69;1 0 0;0;0;1;0;0
819;2019;251205;9;3543402;SP;1;0;10,4;5674;40;1600;1;0;0;1;8,64;1 0 1;0;0;1;0;0;0;0;0;108,16;1 0 0;0;0;1;0;0
820;2019;251205;9;3543402;SP;0;0;5,6;5365;29;841;1;0;0;1;8,59;0 0 1;1;0;0;0;0;0;0;0;31,36;1 0 0;0;0;1;0;0
821;2019;251205;9;3543402;SP;0;0;117,2;7196,01;34;1156;1;0;0;1;8,88;0 0 1;1;0;0;0;0;0;0;0;13735,84;1 0 0;0;0;1;0;0
822;2019;251205;9;3543402;SP;1;0;36,5;3163,11;30;900;1;0;0;1;8,06;1 0 1;0;0;1;0;0;0;0;0;1332,25;1 0 0;0;0;1;0;0
823;2019;251205;9;3543402;SP;0;1;2,9;4255,35;34;1156;1;0;0;1;8,36;0 1 1;0;1;0;0;0;0;0;0;8,41;1 0 0;0;0;1;0;0
824;2019;251205;11;3543907;SP;1;0;51,5;6365,56;37;1369;0;1;1;1;8,76;1 0 1;0;0;1;0;0;0;0;0;2652,25;0 0 1;1;1;0;1;0
825;2019;251205;10;3545209;SP;1;0;3,9;1760;44;1936;0;1;0;1;7,47;1 0 1;0;0;1;0;0;0;0;0;15,21;0 1 0;1;1;0;1;0
827;2019;251205;9;3545803;SP;1;0;31,9;2524,57;23;529;1;0;0;1;7,83;1 0 1;0;0;1;0;0;0;0;0;1017,61;1 0 0;0;0;1;0;0
828;2019;251205;9;3546405;SP;1;0;51,8;6231,2;44;1936;1;0;0;1;8,74;1 0 1;0;0;1;0;0;0;0;0;2683,24;1 0 0;0;0;1;0;0
829;2019;251205;9;3547304;SP;1;0;105,6;3608,48;35;1225;1;0;0;1;8,19;1 0 1;0;0;1;0;0;0;0;0;11151,36;1 0 0;0;0;1;0;0
833;2019;251205;9;3547809;SP;1;0;33,5;2903,32;45;2025;1;0;0;1;7,97;1 0 1;0;0;1;0;0;0;0;0;1122,25;1 0 0;0;0;1;0;0
836;2019;251205;9;3547809;SP;1;0;2,3;1973,12;27;729;1;0;0;1;7,59;1 0 1;0;0;1;0;0;0;0;0;5,29;1 0 0;0;0;1;0;0
858;2019;251205;10;3547809;SP;1;0;14,9;2903,32;43;1849;0;1;0;1;7,97;1 0 1;0;0;1;0;0;0;0;0;222,01;0 1 0;1;1;0;1;0
863;2019;251205;9;3548500;SP;1;0;526,4;15641,75;72;5184;1;0;0;1;9,66;1 0 1;0;0;1;0;0;0;0;0;277096,96;1 0 0;0;0;1;0;0
864;2019;251205;9;3548500;SP;1;1;158,9;26066,99;46;2116;1;0;0;1;10,17;1 1 1;0;0;0;1;0;0;0;0;25249,21;1 0 0;0;0;1;0;0
866;2019;251205;9;3548500;SP;0;1;112,4;10686,96;37;1369;1;0;0;1;9,28;0 1 1;0;1;0;0;0;0;0;0;12633,76;1 0 0;0;0;1;0;0
867;2019;251205;11;3548500;SP;0;0;196,9;36372,37;55;3025;0;1;1;1;10,50;0 0 1;1;0;0;0;0;0;0;0;38769,61;0 0 1;1;1;0;1;0
868;2019;251205;9;3548500;SP;0;0;79,7;10804,32;34;1156;1;0;0;1;9,29;0 0 1;1;0;0;0;0;0;0;0;6352,09;1 0 0;0;0;1;0;0
870;2019;251205;9;3548500;SP;0;0;555,4;11110,37;62;3844;1;0;0;1;9,32;0 0 1;1;0;0;0;0;0;0;0;308469,16;1 0 0;0;0;1;0;0
871;2019;251205;9;3548500;SP;0;0;544,9;14047,87;71;5041;1;0;0;1;9,55;0 0 1;1;0;0;0;0;0;0;0;296916,01;1 0 0;0;0;1;0;0
872;2019;251205;9;3548500;SP;0;0;11,9;2000;23;529;1;0;0;1;7,60;0 0 1;1;0;0;0;0;0;0;0;141,61;1 0 0;0;0;1;0;0
873;2019;251205;9;3548500;SP;0;0;187,9;24359,31;53;2809;1;0;0;1;10,10;0 0 1;1;0;0;0;0;0;0;0;35306,41;1 0 0;0;0;1;0;0
875;2019;251205;9;3548500;SP;1;1;43,9;3186,95;29;841;1;0;0;1;8,07;1 1 1;0;0;0;1;0;0;0;0;1927,21;1 0 0;0;0;1;0;0
876;2019;251205;9;3548500;SP;1;0;87,4;9140,63;36;1296;1;0;0;1;9,12;1 0 1;0;0;1;0;0;0;0;0;7638,76;1 0 0;0;0;1;0;0
879;2019;251205;9;3548500;SP;0;0;584,5;12015,89;74;5476;1;0;0;1;9,39;0 0 1;1;0;0;0;0;0;0;0;341640,25;1 0 0;0;0;1;0;0
880;2019;251205;9;3548500;SP;0;0;571,5;35260,87;67;4489;1;0;0;1;10,47;0 0 1;1;0;0;0;0;0;0;0;326612,25;1 0 0;0;0;1;0;0
883;2019;251205;9;3548500;SP;0;1;98,9;9560,71;43;1849;1;0;0;1;9,17;0 1 1;0;1;0;0;0;0;0;0;9781,21;1 0 0;0;0;1;0;0
884;2019;251205;9;3548500;SP;0;0;226,2;29204,72;59;3481;1;0;0;1;10,28;0 0 1;1;0;0;0;0;0;0;0;51166,44;1 0 0;0;0;1;0;0
886;2019;251205;9;3548500;SP;0;0;97,4;11317,94;48;2304;1;0;0;1;9,33;0 0 1;1;0;0;0;0;0;0;0;9486,76;1 0 0;0;0;1;0;0
887;2019;251205;9;3548500;SP;0;0;497,8;10698,87;67;4489;1;0;0;1;9,28;0 0 1;1;0;0;0;0;0;0;0;247804,84;1 0 0;0;0;1;0;0
889;2019;251205;9;3548500;SP;0;0;339,6;10369,72;59;3481;1;0;0;1;9,25;0 0 1;1;0;0;0;0;0;0;0;115328,16;1 0 0;0;0;1;0;0
890;2019;251205;9;3548500;SP;0;0;187,9;20275,65;53;2809;1;0;0;1;9,92;0 0 1;1;0;0;0;0;0;0;0;35306,41;1 0 0;0;0;1;0;0
891;2019;251205;9;3548500;SP;0;0;84,9;25966,55;37;1369;1;0;0;1;10,16;0 0 1;1;0;0;0;0;0;0;0;7208,01;1 0 0;0;0;1;0;0
892;2019;251205;9;3548500;SP;0;0;599,6;14532,45;70;4900;1;0;0;1;9,58;0 0 1;1;0;0;0;0;0;0;0;359520,16;1 0 0;0;0;1;0;0
894;2019;251205;9;3548500;SP;1;0;0,9;1999,99;25;625;1;0;0;1;7,60;1 0 1;0;0;1;0;0;0;0;0;0,81;1 0 0;0;0;1;0;0
897;2019;251205;9;3548500;SP;0;0;87,4;25966,55;34;1156;1;0;0;1;10,16;0 0 1;1;0;0;0;0;0;0;0;7638,76;1 0 0;0;0;1;0;0
900;2019;251205;9;3548500;SP;0;0;226,9;25541,97;45;2025;1;0;0;1;10,15;0 0 1;1;0;0;0;0;0;0;0;51483,61;1 0 0;0;0;1;0;0
901;2019;251205;9;3548708;SP;1;0;108,7;8432,36;41;1681;1;0;0;1;9,04;1 0 1;0;0;1;0;0;0;0;0;11815,69;1 0 0;0;0;1;0;0
902;2019;251205;9;3548708;SP;1;0;92,6;8820;34;1156;1;0;0;1;9,08;1 0 1;0;0;1;0;0;0;0;0;8574,76;1 0 0;0;0;1;0;0
903;2019;251205;9;3548708;SP;0;0;98,4;11737,54;50;2500;1;0;0;1;9,37;0 0 1;1;0;0;0;0;0;0;0;9682,56;1 0 0;0;0;1;0;0
904;2019;251205;9;3548708;SP;0;0;108,6;8000,9;39;1521;1;0;0;1;8,99;0 0 1;1;0;0;0;0;0;0;0;11793,96;1 0 0;0;0;1;0;0
905;2019;251205;9;3548708;SP;0;0;194,5;7938,55;36;1296;1;0;0;1;8,98;0 0 1;1;0;0;0;0;0;0;0;37830,25;1 0 0;0;0;1;0;0
906;2019;251205;9;3548708;SP;1;0;281,9;11961,62;48;2304;1;0;0;1;9,39;1 0 1;0;0;1;0;0;0;0;0;79467,61;1 0 0;0;0;1;0;0
907;2019;251205;9;3548708;SP;0;0;414,9;11616,6;61;3721;1;0;0;1;9,36;0 0 1;1;0;0;0;0;0;0;0;172142,01;1 0 0;0;0;1;0;0
908;2019;251205;9;3548708;SP;1;0;16,7;6088,25;33;1089;1;0;0;1;8,71;1 0 1;0;0;1;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
909;2019;251205;9;3548708;SP;0;0;16,7;7979,09;31;961;1;0;0;1;8,98;0 0 1;1;0;0;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
910;2019;251205;9;3548708;SP;1;0;14,4;3820,24;33;1089;1;0;0;1;8,25;1 0 1;0;0;1;0;0;0;0;0;207,36;1 0 0;0;0;1;0;0
911;2019;251205;9;3548708;SP;1;0;121,8;5960,25;35;1225;1;0;0;1;8,69;1 0 1;0;0;1;0;0;0;0;0;14835,24;1 0 0;0;0;1;0;0
912;2019;251205;9;3548708;SP;0;0;93,9;6465,93;33;1089;1;0;0;1;8,77;0 0 1;1;0;0;0;0;0;0;0;8817,21;1 0 0;0;0;1;0;0
913;2019;251205;9;3548708;SP;0;0;10,9;17659,62;56;3136;1;0;0;1;9,78;0 0 1;1;0;0;0;0;0;0;0;118,81;1 0 0;0;0;1;0;0
914;2019;251205;9;3548708;SP;1;0;16,7;4935,75;37;1369;1;0;0;1;8,50;1 0 1;0;0;1;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
915;2019;251205;9;3548708;SP;0;0;88,8;9278,11;41;1681;1;0;0;1;9,14;0 0 1;1;0;0;0;0;0;0;0;7885,44;1 0 0;0;0;1;0;0
916;2019;251205;9;3548708;SP;1;1;106,4;11897,07;39;1521;1;0;0;1;9,38;1 1 1;0;0;0;1;0;0;0;0;11320,96;1 0 0;0;0;1;0;0
917;2019;251205;9;3548708;SP;0;0;269,5;6825,96;41;1681;1;0;0;1;8,83;0 0 1;1;0;0;0;0;0;0;0;72630,25;1 0 0;0;0;1;0;0
918;2019;251205;9;3548708;SP;0;0;16,7;5330,6;36;1296;1;0;0;1;8,58;0 0 1;1;0;0;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
919;2019;251205;9;3548708;SP;1;0;166,9;10667,09;42;1764;1;0;0;1;9,27;1 0 1;0;0;1;0;0;0;0;0;27855,61;1 0 0;0;0;1;0;0
920;2019;251205;9;3548708;SP;0;0;108,6;9528,75;43;1849;1;0;0;1;9,16;0 0 1;1;0;0;0;0;0;0;0;11793,96;1 0 0;0;0;1;0;0
921;2019;251205;9;3548708;SP;1;0;76,8;8437,9;36;1296;1;0;0;1;9,04;1 0 1;0;0;1;0;0;0;0;0;5898,24;1 0 0;0;0;1;0;0
923;2019;251205;9;3548708;SP;1;0;35,9;3800;25;625;1;0;0;1;8,24;1 0 1;0;0;1;0;0;0;0;0;1288,81;1 0 0;0;0;1;0;0
924;2019;251205;9;3548708;SP;1;0;107,6;11172,97;34;1156;1;0;0;1;9,32;1 0 1;0;0;1;0;0;0;0;0;11577,76;1 0 0;0;0;1;0;0
925;2019;251205;9;3548708;SP;0;0;202,9;8355,87;32;1024;1;0;0;1;9,03;0 0 1;1;0;0;0;0;0;0;0;41168,41;1 0 0;0;0;1;0;0
926;2019;251205;9;3548708;SP;0;0;238,9;8363,38;35;1225;1;0;0;1;9,03;0 0 1;1;0;0;0;0;0;0;0;57073,21;1 0 0;0;0;1;0;0
928;2019;251205;9;3548708;SP;0;1;16,7;8311,76;26;676;1;0;0;1;9,03;0 1 1;0;1;0;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
929;2019;251205;9;3548708;SP;1;0;4,8;2579;29;841;1;0;0;1;7,86;1 0 1;0;0;1;0;0;0;0;0;23,04;1 0 0;0;0;1;0;0
930;2019;251205;9;3548708;SP;0;0;218,4;16425,65;49;2401;1;0;0;1;9,71;0 0 1;1;0;0;0;0;0;0;0;47698,56;1 0 0;0;0;1;0;0
931;2019;251205;9;3548708;SP;1;0;108,5;8582,47;32;1024;1;0;0;1;9,06;1 0 1;0;0;1;0;0;0;0;0;11772,25;1 0 0;0;0;1;0;0
932;2019;251205;9;3548708;SP;0;0;358,8;14863,71;44;1936;1;0;0;1;9,61;0 0 1;1;0;0;0;0;0;0;0;128737,44;1 0 0;0;0;1;0;0
933;2019;251205;9;3548708;SP;1;0;11,7;2648,08;32;1024;1;0;0;1;7,88;1 0 1;0;0;1;0;0;0;0;0;136,89;1 0 0;0;0;1;0;0
934;2019;251205;9;3548708;SP;1;0;16,7;7932,59;33;1089;1;0;0;1;8,98;1 0 1;0;0;1;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
935;2019;251205;9;3548708;SP;1;1;16,7;4653,7;35;1225;1;0;0;1;8,45;1 1 1;0;0;0;1;0;0;0;0;278,89;1 0 0;0;0;1;0;0
936;2019;251205;9;3548708;SP;1;0;3,3;2646,99;33;1089;1;0;0;1;7,88;1 0 1;0;0;1;0;0;0;0;0;10,89;1 0 0;0;0;1;0;0
937;2019;251205;9;3548708;SP;1;0;33,8;7531,14;27;729;1;0;0;1;8,93;1 0 1;0;0;1;0;0;0;0;0;1142,44;1 0 0;0;0;1;0;0
938;2019;251205;9;3548708;SP;1;0;106,9;6932,2;31;961;1;0;0;1;8,84;1 0 1;0;0;1;0;0;0;0;0;11427,61;1 0 0;0;0;1;0;0
939;2019;251205;9;3548708;SP;0;0;237,2;14491,69;55;3025;1;0;0;1;9,58;0 0 1;1;0;0;0;0;0;0;0;56263,84;1 0 0;0;0;1;0;0
940;2019;251205;9;3548708;SP;1;0;367,5;14358,14;48;2304;1;0;0;1;9,57;1 0 1;0;0;1;0;0;0;0;0;135056,25;1 0 0;0;0;1;0;0
941;2019;251205;9;3548708;SP;0;0;112,5;12438,57;35;1225;1;0;0;1;9,43;0 0 1;1;0;0;0;0;0;0;0;12656,25;1 0 0;0;0;1;0;0
942;2019;251205;9;3548708;SP;1;0;144,6;8283,43;38;1444;1;0;0;1;9,02;1 0 1;0;0;1;0;0;0;0;0;20909,16;1 0 0;0;0;1;0;0
943;2019;251205;9;3548708;SP;0;0;296,1;5461,49;48;2304;1;0;0;1;8,61;0 0 1;1;0;0;0;0;0;0;0;87675,21;1 0 0;0;0;1;0;0
945;2019;251205;9;3548708;SP;0;0;153,6;14065,67;38;1444;1;0;0;1;9,55;0 0 1;1;0;0;0;0;0;0;0;23592,96;1 0 0;0;0;1;0;0
946;2019;251205;9;3548708;SP;1;0;16,7;4653,7;36;1296;1;0;0;1;8,45;1 0 1;0;0;1;0;0;0;0;0;278,89;1 0 0;0;0;1;0;0
947;2019;251205;9;3548708;SP;0;0;235,2;14475,39;50;2500;1;0;0;1;9,58;0 0 1;1;0;0;0;0;0;0;0;55319,04;1 0 0;0;0;1;0;0
948;2019;251205;9;3548708;SP;1;0;123,4;10433,62;42;1764;1;0;0;1;9,25;1 0 1;0;0;1;0;0;0;0;0;15227,56;1 0 0;0;0;1;0;0
949;2019;251205;9;3548708;SP;1;0;12,8;3800;32;1024;1;0;0;1;8,24;1 0 1;0;0;1;0;0;0;0;0;163,84;1 0 0;0;0;1;0;0
950;2019;251205;9;3548708;SP;1;0;53,8;12169,31;30;900;1;0;0;1;9,41;1 0 1;0;0;1;0;0;0;0;0;2894,44;1 0 0;0;0;1;0;0
951;2019;251205;9;3548708;SP;1;0;10,9;2579;32;1024;1;0;0;1;7,86;1 0 1;0;0;1;0;0;0;0;0;118,81;1 0 0;0;0;1;0;0
952;2019;251205;9;3548708;SP;1;0;274,9;12075,54;37;1369;1;0;0;1;9,40;1 0 1;0;0;1;0;0;0;0;0;75570,01;1 0 0;0;0;1;0;0
953;2019;251205;9;3548708;SP;1;0;18,1;4754,09;22;484;1;0;0;1;8,47;1 0 1;0;0;1;0;0;0;0;0;327,61;1 0 0;0;0;1;0;0
